,id_a,id_b,label
96,../../ava/subset/3267.jpg,../../ava/subset/3338.jpg,0.0
97,../../ava/subset/1129.jpg,../../ava/subset/2732.jpg,1.0
98,../../ava/subset/2766.jpg,../../ava/subset/1604.jpg,0.0
99,../../ava/subset/2347.jpg,../../ava/subset/2729.jpg,0.0
100,../../ava/subset/2766.jpg,../../ava/subset/1129.jpg,0.0
101,../../ava/subset/2668.jpg,../../ava/subset/2732.jpg,1.0
102,../../ava/subset/2209.jpg,../../ava/subset/2766.jpg,1.0
103,../../ava/subset/327.jpg,../../ava/subset/1905.jpg,0.0
104,../../ava/subset/1809.jpg,../../ava/subset/927.jpg,1.0
105,../../ava/subset/1583.jpg,../../ava/subset/1566.jpg,1.0
106,../../ava/subset/1584.jpg,../../ava/subset/1818.jpg,1.0
107,../../ava/subset/1566.jpg,../../ava/subset/2753.jpg,0.0
108,../../ava/subset/2041.jpg,../../ava/subset/2876.jpg,1.0
109,../../ava/subset/2876.jpg,../../ava/subset/1584.jpg,0.0
110,../../ava/subset/927.jpg,../../ava/subset/1109.jpg,1.0
111,../../ava/subset/1566.jpg,../../ava/subset/327.jpg,1.0
112,../../ava/subset/1905.jpg,../../ava/subset/2753.jpg,0.0
113,../../ava/subset/3183.jpg,../../ava/subset/1164.jpg,1.0
114,../../ava/subset/2339.jpg,../../ava/subset/2311.jpg,1.0
115,../../ava/subset/2311.jpg,../../ava/subset/100050.jpg,0.0
116,../../ava/subset/3448.jpg,../../ava/subset/2311.jpg,0.0
117,../../ava/subset/1909.jpg,../../ava/subset/3448.jpg,1.0
118,../../ava/subset/2694.jpg,../../ava/subset/2339.jpg,0.0
119,../../ava/subset/149.jpg,../../ava/subset/2013.jpg,1.0
120,../../ava/subset/100050.jpg,../../ava/subset/1909.jpg,0.0
121,../../ava/subset/2276.jpg,../../ava/subset/2332.jpg,0.0
122,../../ava/subset/3196.jpg,../../ava/subset/2694.jpg,0.0
123,../../ava/subset/3355.jpg,../../ava/subset/2818.jpg,0.0
124,../../ava/subset/796.jpg,../../ava/subset/1350.jpg,1.0
125,../../ava/subset/3103.jpg,../../ava/subset/3286.jpg,1.0
126,../../ava/subset/208.jpg,../../ava/subset/185.jpg,0.0
127,../../ava/subset/3363.jpg,../../ava/subset/796.jpg,0.0
128,../../ava/subset/219.jpg,../../ava/subset/1882.jpg,1.0
129,../../ava/subset/1350.jpg,../../ava/subset/2437.jpg,1.0
130,../../ava/subset/2489.jpg,../../ava/subset/1882.jpg,1.0
131,../../ava/subset/3103.jpg,../../ava/subset/3263.jpg,1.0
132,../../ava/subset/2818.jpg,../../ava/subset/796.jpg,0.0
133,../../ava/subset/3192.jpg,../../ava/subset/100050.jpg,0.0
134,../../ava/subset/3103.jpg,../../ava/subset/208.jpg,1.0
135,../../ava/subset/219.jpg,../../ava/subset/2093.jpg,1.0
136,../../ava/subset/1882.jpg,../../ava/subset/3292.jpg,1.0
137,../../ava/subset/100050.jpg,../../ava/subset/3292.jpg,0.0
138,../../ava/subset/1350.jpg,../../ava/subset/2172.jpg,1.0
139,../../ava/subset/3355.jpg,../../ava/subset/100194.jpg,0.0
140,../../ava/subset/955.jpg,../../ava/subset/3103.jpg,1.0
141,../../ava/subset/2172.jpg,../../ava/subset/3355.jpg,0.0
142,../../ava/subset/796.jpg,../../ava/subset/3355.jpg,1.0
143,../../ava/subset/3374.jpg,../../ava/subset/1239.jpg,1.0
144,../../ava/subset/3353.jpg,../../ava/subset/1664.jpg,0.0
145,../../ava/subset/275.jpg,../../ava/subset/1299.jpg,1.0
146,../../ava/subset/3061.jpg,../../ava/subset/597.jpg,1.0
147,../../ava/subset/1299.jpg,../../ava/subset/1923.jpg,0.0
148,../../ava/subset/2694.jpg,../../ava/subset/1299.jpg,1.0
149,../../ava/subset/2818.jpg,../../ava/subset/3448.jpg,1.0
150,../../ava/subset/1732.jpg,../../ava/subset/469.jpg,0.0
151,../../ava/subset/1299.jpg,../../ava/subset/3286.jpg,1.0
152,../../ava/subset/3286.jpg,../../ava/subset/3196.jpg,0.0
153,../../ava/subset/1664.jpg,../../ava/subset/275.jpg,0.0
154,../../ava/subset/2694.jpg,../../ava/subset/3353.jpg,1.0
155,../../ava/subset/594.jpg,../../ava/subset/597.jpg,1.0
156,../../ava/subset/469.jpg,../../ava/subset/594.jpg,0.0
157,../../ava/subset/3448.jpg,../../ava/subset/3253.jpg,0.0
158,../../ava/subset/3353.jpg,../../ava/subset/3196.jpg,0.0
159,../../ava/subset/3253.jpg,../../ava/subset/3061.jpg,0.0
160,../../ava/subset/1615.jpg,../../ava/subset/10007.jpg,0.0
161,../../ava/subset/1615.jpg,../../ava/subset/10007.jpg,0.0
